Equipment ID,Equipment Type,Purchase Date,Last Maintenance Date,Maintenance Status,Equipment Cost (CAD),Usage Hours,Location,Supplier,Warranty Expiry Date,Next Maintenance Due Date,Usage Days Since Last Maintenance,Usage Hours Since Last Maintenance,Time Since Last Maintenance (Days),Maintenance Frequency (Times),Failure History,Condition Rating,Failure Prediction (Target)
EQ01995,Field Marking Equipment,2019-05-18 0:00,2020-12-25 0:00,Replaced,28846.63,3327,East Stand,Lighting Masters,2019-12-14 0:00,2018-09-25 0:00,134,3205,1346,9,1,8,0
EQ01996,Turf Maintenance Machine,2017-07-09 0:00,2023-04-08 0:00,Under Repair,32286.97,4998,North Stand,Goalkeepers Inc.,2019-09-27 0:00,2019-01-16 0:00,203,4863,512,4,0,2,1
EQ01997,Goalpost,2021-10-23 0:00,2016-07-30 0:00,Needs Repair,43292.12,6653,Main Field,Sports Equipment Co.,2018-04-07 0:00,2016-05-07 0:00,274,6568,2955,3,0,5,0
EQ01998,Goalpost,2016-09-15 0:00,2020-12-17 0:00,Needs Repair,36060.96,9265,Main Field,Sports Equipment Co.,2018-11-14 0:00,2016-11-27 0:00,380,9120,1354,9,0,4,1
EQ01999,Audio System,2017-04-13 0:00,2021-12-15 0:00,Needs Repair,24290.63,8350,South Stand,Turf Solutions,2017-01-27 0:00,2015-08-04 0:00,340,8164,991,2,0,5,0
EQ02000,Field Marking Equipment,2021-03-17 0:00,2016-06-16 0:00,Replaced,35038.92,809,North Stand,Field Systems Ltd.,2015-06-30 0:00,2016-06-03 0:00,28,661,2999,2,0,9,0
EQ02001,Seats,2016-02-07 0:00,2021-08-20 0:00,Replaced,45710.69,1776,South Stand,Turf Solutions,2018-01-08 0:00,2016-09-11 0:00,74,1765,1108,1,0,9,0
EQ02002,Field Marking Equipment,2019-09-20 0:00,2020-07-12 0:00,Replaced,21934.8,6330,Main Field,Turf Solutions,2016-02-11 0:00,2018-10-24 0:00,262,6277,1512,9,0,9,0
EQ02003,Turnstiles,2022-04-05 0:00,2023-09-22 0:00,Good,31419.36,5471,East Stand,Lighting Masters,2019-01-14 0:00,2017-12-16 0:00,220,5274,345,2,1,7,0
EQ02004,Field Marking Equipment,2017-04-28 0:00,2016-12-23 0:00,Needs Repair,40554.04,3673,North Stand,Goalkeepers Inc.,2015-12-09 0:00,2017-01-26 0:00,148,3544,2809,5,0,4,1
EQ02005,Cameras,2017-03-31 0:00,2022-11-29 0:00,Good,35075.59,3743,North Stand,Audio Visual Experts,2016-02-24 0:00,2015-04-25 0:00,155,3713,642,8,0,8,0
EQ02006,Turf Maintenance Machine,2020-12-24 0:00,2020-08-19 0:00,Replaced,3580.64,9265,South Stand,Field Systems Ltd.,2017-08-16 0:00,2019-03-21 0:00,382,9156,1474,6,0,9,0
EQ02007,Goalpost,2016-09-02 0:00,2019-12-11 0:00,Under Repair,35363.36,1008,North Stand,Lighting Masters,2017-10-19 0:00,2019-01-02 0:00,42,996,1726,3,0,2,1
EQ02008,Scoreboard,2017-10-22 0:00,2024-03-26 0:00,Under Repair,13267.68,2841,North Stand,Turf Solutions,2019-10-04 0:00,2017-09-18 0:00,112,2691,159,7,0,1,1
EQ02009,Turf Maintenance Machine,2017-03-02 0:00,2018-01-21 0:00,Replaced,26163.78,5802,East Stand,Field Systems Ltd.,2015-12-18 0:00,2019-03-01 0:00,241,5783,2415,8,0,9,0
EQ02010,Turf Maintenance Machine,2019-10-18 0:00,2022-05-21 0:00,Replaced,10047.69,4011,North Stand,Field Systems Ltd.,2019-01-26 0:00,2019-03-13 0:00,165,3967,834,8,0,8,0
EQ02011,Lighting System,2023-01-27 0:00,2018-02-14 0:00,Under Repair,25707.5,1273,South Stand,Audio Visual Experts,2018-08-11 0:00,2016-09-26 0:00,47,1117,2391,3,1,1,1
EQ02012,Scoreboard,2022-10-13 0:00,2015-02-11 0:00,Good,9281.18,2169,South Stand,Audio Visual Experts,2015-03-18 0:00,2017-04-22 0:00,84,2004,3490,9,0,8,0
EQ02013,Lighting System,2017-03-09 0:00,2017-10-31 0:00,Replaced,11555.75,6578,South Stand,Sports Equipment Co.,2017-08-09 0:00,2015-10-14 0:00,267,6414,2497,6,0,9,0
EQ02014,Audio System,2015-02-23 0:00,2015-06-22 0:00,Good,17995.89,4437,West Stand,Goalkeepers Inc.,2015-08-05 0:00,2017-03-02 0:00,184,4411,3359,2,0,9,0
EQ02015,Cameras,2020-02-19 0:00,2015-12-05 0:00,Needs Repair,34810.83,6166,East Stand,Goalkeepers Inc.,2018-07-13 0:00,2019-07-22 0:00,255,6112,3193,5,0,4,1
EQ02016,Scoreboard,2018-03-16 0:00,2022-10-03 0:00,Needs Repair,30925.96,4739,South Stand,Sports Equipment Co.,2017-03-22 0:00,2018-03-14 0:00,189,4545,699,2,0,4,1
EQ02017,Lighting System,2015-05-17 0:00,2019-08-23 0:00,Needs Repair,12724.7,88,West Stand,Goalkeepers Inc.,2016-12-16 0:00,2015-10-22 0:00,-2,-44,1836,8,0,4,0
EQ02018,Goalpost,2021-05-17 0:00,2021-03-22 0:00,Replaced,46255.03,5733,South Stand,Goalkeepers Inc.,2017-06-29 0:00,2017-09-13 0:00,238,5714,1259,8,0,8,0
EQ02019,Audio System,2024-03-09 0:00,2021-09-18 0:00,Needs Repair,16505.7,8237,South Stand,Sports Equipment Co.,2018-11-17 0:00,2018-06-30 0:00,336,8067,1079,7,0,5,0
EQ02020,Goalpost,2022-03-31 0:00,2015-10-04 0:00,Replaced,39083.27,4572,North Stand,Field Systems Ltd.,2018-12-20 0:00,2019-03-28 0:00,183,4402,3255,5,0,8,0
EQ02021,Field Marking Equipment,2022-11-26 0:00,2021-10-02 0:00,Needs Repair,23293.23,6965,Main Field,Lighting Masters,2018-02-11 0:00,2017-08-11 0:00,289,6931,1065,5,0,5,0
EQ02022,Field Marking Equipment,2017-05-18 0:00,2017-02-10 0:00,Good,1644.14,2035,East Stand,Lighting Masters,2017-03-11 0:00,2017-01-15 0:00,82,1960,2760,9,0,9,0
EQ02023,Lighting System,2021-05-19 0:00,2016-03-13 0:00,Replaced,38867.05,9310,South Stand,Lighting Masters,2019-10-02 0:00,2017-01-07 0:00,386,9274,3094,7,0,9,0
EQ02024,Field Marking Equipment,2019-10-12 0:00,2023-12-21 0:00,Replaced,1125.22,8548,East Stand,Audio Visual Experts,2016-05-10 0:00,2018-10-19 0:00,355,8520,255,3,0,8,0
EQ02025,Turnstiles,2019-01-04 0:00,2024-05-21 0:00,Needs Repair,37289.94,4515,East Stand,Goalkeepers Inc.,2015-06-26 0:00,2015-07-04 0:00,185,4439,103,1,0,4,1
EQ02026,Cameras,2015-09-03 0:00,2020-09-16 0:00,Replaced,17194.49,4371,North Stand,Field Systems Ltd.,2018-09-13 0:00,2017-10-24 0:00,178,4264,1446,4,0,8,0
EQ02027,Audio System,2023-01-17 0:00,2017-08-20 0:00,Replaced,41789.26,6399,West Stand,Field Systems Ltd.,2016-03-05 0:00,2017-06-29 0:00,267,6399,2569,5,0,8,0
EQ02028,Scoreboard,2015-02-26 0:00,2015-04-20 0:00,Under Repair,16676.91,8118,Main Field,Audio Visual Experts,2016-01-15 0:00,2016-07-30 0:00,333,7998,3422,4,0,2,1
EQ02029,Score Display,2022-09-10 0:00,2021-08-08 0:00,Good,30585.24,8697,East Stand,Field Systems Ltd.,2018-03-26 0:00,2017-06-16 0:00,357,8573,1120,2,1,7,0
EQ02030,Scoreboard,2016-02-09 0:00,2023-09-04 0:00,Under Repair,22663.17,6740,North Stand,Audio Visual Experts,2017-12-11 0:00,2017-02-27 0:00,274,6583,363,9,0,1,1
EQ02031,Scoreboard,2020-01-02 0:00,2019-04-22 0:00,Under Repair,11675.62,2323,East Stand,Lighting Masters,2016-12-20 0:00,2017-08-26 0:00,91,2186,1959,4,0,1,1
EQ02032,Turnstiles,2019-05-23 0:00,2015-04-17 0:00,Replaced,933.68,5842,South Stand,Goalkeepers Inc.,2015-12-19 0:00,2018-11-10 0:00,242,5805,3425,4,0,8,0
EQ02033,Field Marking Equipment,2019-02-07 0:00,2016-03-01 0:00,Replaced,7882.92,4482,South Stand,Sports Equipment Co.,2019-04-08 0:00,2015-02-21 0:00,185,4434,3106,2,0,9,0
EQ02034,Cameras,2024-05-15 0:00,2022-01-07 0:00,Needs Repair,45631.01,8352,East Stand,Field Systems Ltd.,2016-09-11 0:00,2016-09-25 0:00,347,8316,968,1,0,5,0
EQ02035,Audio System,2016-09-11 0:00,2021-12-11 0:00,Needs Repair,42125.74,4434,East Stand,Turf Solutions,2015-12-26 0:00,2017-05-31 0:00,177,4245,995,9,0,4,1
EQ02036,Audio System,2024-07-02 0:00,2015-02-23 0:00,Under Repair,34624.47,4951,South Stand,Field Systems Ltd.,2017-08-03 0:00,2015-01-07 0:00,205,4920,3478,8,0,1,1
EQ02037,Goalpost,2019-01-04 0:00,2021-05-14 0:00,Replaced,25028.11,4935,South Stand,Lighting Masters,2016-03-05 0:00,2017-11-06 0:00,204,4887,1206,1,0,9,0
EQ02038,Cameras,2024-06-18 0:00,2018-07-04 0:00,Under Repair,36175.49,1427,West Stand,Sports Equipment Co.,2019-10-15 0:00,2015-11-30 0:00,57,1363,2251,2,0,2,1
EQ02039,Score Display,2018-03-08 0:00,2020-12-05 0:00,Good,17057.86,1447,East Stand,Audio Visual Experts,2017-11-24 0:00,2017-01-09 0:00,56,1346,1366,1,0,7,0
EQ02040,Field Marking Equipment,2019-06-11 0:00,2023-01-26 0:00,Needs Repair,31240.26,6777,West Stand,Goalkeepers Inc.,2016-09-27 0:00,2015-09-29 0:00,277,6656,584,9,0,5,0
EQ02041,Scoreboard,2022-12-15 0:00,2020-07-15 0:00,Needs Repair,18171.31,735,West Stand,Audio Visual Experts,2018-03-06 0:00,2019-12-11 0:00,29,692,1509,9,0,4,1
EQ02042,Turnstiles,2017-12-04 0:00,2023-12-19 0:00,Under Repair,12291.45,8153,Main Field,Sports Equipment Co.,2017-08-02 0:00,2018-07-06 0:00,337,8082,257,3,0,1,1
EQ02043,Seats,2017-11-02 0:00,2015-08-18 0:00,Needs Repair,16360.86,4901,West Stand,Field Systems Ltd.,2018-06-16 0:00,2018-12-10 0:00,198,4746,3302,4,0,4,1
EQ02044,Seats,2015-03-06 0:00,2017-03-21 0:00,Under Repair,3310.37,152,North Stand,Audio Visual Experts,2015-07-09 0:00,2016-11-04 0:00,2,45,2721,7,0,1,0
EQ02045,Field Marking Equipment,2022-08-01 0:00,2024-08-21 0:00,Under Repair,23050.4,9866,North Stand,Audio Visual Experts,2019-12-02 0:00,2019-04-25 0:00,408,9789,11,4,0,1,1
EQ02046,Score Display,2019-02-10 0:00,2018-06-18 0:00,Needs Repair,45723.34,7234,East Stand,Sports Equipment Co.,2018-07-03 0:00,2018-10-11 0:00,298,7143,2267,1,0,4,1
EQ02047,Field Marking Equipment,2022-09-15 0:00,2023-11-28 0:00,Needs Repair,19158.16,9931,South Stand,Turf Solutions,2017-11-02 0:00,2019-06-14 0:00,406,9752,278,1,0,4,1
EQ02048,Field Marking Equipment,2024-06-27 0:00,2018-04-16 0:00,Under Repair,25989.26,5829,North Stand,Sports Equipment Co.,2017-01-15 0:00,2018-07-21 0:00,242,5817,2330,3,1,1,1
EQ02049,Score Display,2023-05-29 0:00,2021-11-30 0:00,Good,16749.45,132,West Stand,Turf Solutions,2017-03-18 0:00,2015-01-26 0:00,5,111,1006,9,0,8,0
EQ02050,Audio System,2016-01-08 0:00,2020-04-07 0:00,Needs Repair,25873.12,1199,South Stand,Audio Visual Experts,2017-03-17 0:00,2015-12-25 0:00,44,1067,1608,8,0,4,1
EQ02051,Seats,2015-10-31 0:00,2020-06-13 0:00,Replaced,4035.2,5576,East Stand,Audio Visual Experts,2017-11-24 0:00,2016-05-07 0:00,225,5402,1541,3,0,9,0
EQ02052,Seats,2022-12-16 0:00,2023-02-25 0:00,Replaced,23613.8,1606,South Stand,Goalkeepers Inc.,2018-12-26 0:00,2018-09-24 0:00,65,1568,554,9,0,8,0
EQ02053,Turf Maintenance Machine,2023-06-14 0:00,2017-08-03 0:00,Replaced,16348.08,7503,East Stand,Lighting Masters,2016-08-20 0:00,2016-03-20 0:00,312,7488,2586,6,0,8,0
EQ02054,Seats,2016-10-02 0:00,2015-03-02 0:00,Replaced,43032.83,4098,North Stand,Sports Equipment Co.,2018-05-07 0:00,2018-03-23 0:00,164,3941,3471,8,1,9,0
EQ02055,Field Marking Equipment,2016-10-04 0:00,2023-08-24 0:00,Replaced,22161.23,664,Main Field,Field Systems Ltd.,2017-09-15 0:00,2018-06-23 0:00,24,580,374,7,0,8,0
EQ02056,Turnstiles,2023-11-07 0:00,2023-04-24 0:00,Replaced,43520.8,6090,West Stand,Lighting Masters,2018-11-01 0:00,2017-07-19 0:00,247,5924,496,4,0,9,0
EQ02057,Goalpost,2017-06-08 0:00,2022-03-19 0:00,Good,22306.98,4522,North Stand,Lighting Masters,2017-08-17 0:00,2017-09-19 0:00,184,4426,897,4,1,9,0
EQ02058,Scoreboard,2024-08-28 0:00,2020-06-25 0:00,Under Repair,16320.22,63,West Stand,Turf Solutions,2019-12-18 0:00,2015-04-26 0:00,-5,-110,1529,7,0,2,0
EQ02059,Cameras,2017-03-31 0:00,2021-03-23 0:00,Good,42104.51,1211,North Stand,Goalkeepers Inc.,2017-08-19 0:00,2016-06-13 0:00,43,1036,1258,7,0,8,0
EQ02060,Audio System,2019-04-25 0:00,2017-02-05 0:00,Under Repair,34208.96,1336,Main Field,Sports Equipment Co.,2018-10-14 0:00,2015-02-08 0:00,53,1279,2765,9,0,1,1
EQ02061,Score Display,2016-05-30 0:00,2019-08-29 0:00,Needs Repair,10744.11,5516,Main Field,Lighting Masters,2018-02-21 0:00,2019-08-22 0:00,230,5509,1830,2,0,5,0
EQ02062,Goalpost,2022-12-25 0:00,2018-06-11 0:00,Replaced,43666.15,5477,West Stand,Goalkeepers Inc.,2019-03-30 0:00,2018-08-18 0:00,222,5319,2274,8,0,9,0
EQ02063,Cameras,2018-08-28 0:00,2019-02-06 0:00,Needs Repair,47214.61,5317,North Stand,Audio Visual Experts,2016-05-03 0:00,2018-09-05 0:00,219,5259,2034,9,0,5,0
EQ02064,Audio System,2024-07-17 0:00,2022-12-04 0:00,Good,49339.02,485,South Stand,Lighting Masters,2016-06-22 0:00,2016-01-31 0:00,14,345,637,2,0,8,0
EQ02065,Turnstiles,2015-06-29 0:00,2019-02-13 0:00,Good,13070.17,1409,West Stand,Lighting Masters,2017-05-01 0:00,2017-09-03 0:00,52,1259,2027,3,0,7,0
EQ02066,Score Display,2018-08-18 0:00,2021-01-31 0:00,Needs Repair,19571.09,2992,East Stand,Lighting Masters,2017-03-19 0:00,2018-08-04 0:00,118,2834,1309,7,0,4,1
EQ02067,Score Display,2021-12-02 0:00,2024-02-23 0:00,Needs Repair,16164.83,7305,South Stand,Goalkeepers Inc.,2017-11-26 0:00,2018-08-13 0:00,303,7283,191,3,0,4,1
EQ02068,Lighting System,2023-03-10 0:00,2020-02-05 0:00,Good,38332.92,1597,East Stand,Turf Solutions,2015-04-04 0:00,2018-04-13 0:00,63,1508,1670,5,0,8,0
EQ02069,Audio System,2017-03-06 0:00,2018-06-20 0:00,Good,40039.47,1048,West Stand,Audio Visual Experts,2016-08-06 0:00,2019-04-08 0:00,39,929,2265,9,0,8,0
EQ02070,Turf Maintenance Machine,2015-10-18 0:00,2023-07-02 0:00,Needs Repair,39043.57,2762,East Stand,Field Systems Ltd.,2019-08-20 0:00,2019-11-16 0:00,108,2591,427,5,0,5,0
EQ02071,Seats,2017-05-12 0:00,2022-03-01 0:00,Good,1415.85,5323,North Stand,Sports Equipment Co.,2015-03-26 0:00,2018-06-05 0:00,216,5190,915,2,0,7,0
EQ02072,Score Display,2020-01-09 0:00,2018-10-16 0:00,Replaced,49448.33,8727,West Stand,Field Systems Ltd.,2019-09-11 0:00,2019-06-14 0:00,364,8726,2147,3,0,8,0
EQ02073,Goalpost,2018-01-25 0:00,2020-07-01 0:00,Under Repair,3792.23,4955,North Stand,Audio Visual Experts,2018-07-09 0:00,2019-11-15 0:00,201,4813,1523,2,0,1,1
EQ02074,Lighting System,2019-04-21 0:00,2016-09-30 0:00,Replaced,28375.96,137,West Stand,Goalkeepers Inc.,2019-09-15 0:00,2017-02-24 0:00,0,-11,2893,6,0,9,0
EQ02075,Field Marking Equipment,2018-02-06 0:00,2021-12-19 0:00,Good,45847.74,1060,Main Field,Turf Solutions,2017-06-01 0:00,2018-06-27 0:00,40,954,987,7,0,8,0
EQ02076,Score Display,2022-01-21 0:00,2019-02-28 0:00,Replaced,34276.76,9911,South Stand,Turf Solutions,2015-07-30 0:00,2018-10-26 0:00,409,9818,2012,8,1,9,0
EQ02077,Seats,2021-10-02 0:00,2017-08-13 0:00,Under Repair,25803.87,2090,East Stand,Sports Equipment Co.,2019-03-31 0:00,2019-05-19 0:00,82,1969,2576,5,0,2,1
EQ02078,Turnstiles,2021-08-18 0:00,2016-02-13 0:00,Good,10123.92,3568,South Stand,Goalkeepers Inc.,2015-08-01 0:00,2018-06-22 0:00,143,3421,3123,5,0,9,0
EQ02079,Turnstiles,2019-12-03 0:00,2017-07-16 0:00,Under Repair,6928.16,5664,West Stand,Turf Solutions,2017-08-27 0:00,2016-06-05 0:00,231,5555,2604,8,1,2,1
EQ02080,Audio System,2019-05-27 0:00,2022-03-20 0:00,Replaced,14373.4,1824,South Stand,Goalkeepers Inc.,2015-04-18 0:00,2017-04-27 0:00,73,1744,896,4,0,8,0
EQ02081,Turnstiles,2020-12-05 0:00,2016-05-20 0:00,Replaced,13111.09,5451,East Stand,Sports Equipment Co.,2018-10-22 0:00,2015-03-14 0:00,227,5445,3026,1,0,8,0
EQ02082,Seats,2022-12-01 0:00,2021-10-30 0:00,Needs Repair,24728.97,318,North Stand,Goalkeepers Inc.,2018-08-12 0:00,2019-06-11 0:00,11,265,1037,4,0,4,0
EQ02083,Cameras,2019-02-08 0:00,2015-07-13 0:00,Good,47843.7,644,East Stand,Audio Visual Experts,2015-03-17 0:00,2017-04-28 0:00,25,603,3338,1,0,9,0
EQ02084,Cameras,2017-08-02 0:00,2022-08-26 0:00,Under Repair,45343.11,2211,North Stand,Audio Visual Experts,2019-07-02 0:00,2017-04-29 0:00,87,2077,737,2,0,2,1
EQ02085,Audio System,2024-01-06 0:00,2015-08-17 0:00,Under Repair,41512.55,3999,East Stand,Turf Solutions,2019-03-13 0:00,2016-01-25 0:00,164,3944,3303,5,0,1,1
EQ02086,Turnstiles,2021-07-28 0:00,2024-01-30 0:00,Good,18538.67,3383,East Stand,Audio Visual Experts,2016-06-14 0:00,2017-08-18 0:00,133,3193,215,4,0,7,0
EQ02087,Turnstiles,2023-08-28 0:00,2018-07-24 0:00,Good,37905.85,5924,East Stand,Goalkeepers Inc.,2016-07-18 0:00,2018-01-10 0:00,242,5801,2231,8,1,7,0
EQ02088,Score Display,2020-11-28 0:00,2018-11-28 0:00,Needs Repair,24420.35,4597,West Stand,Sports Equipment Co.,2017-05-16 0:00,2016-02-02 0:00,189,4529,2104,4,0,4,1
EQ02089,Seats,2018-05-07 0:00,2017-07-29 0:00,Good,32479.34,1875,South Stand,Goalkeepers Inc.,2017-05-11 0:00,2015-07-18 0:00,76,1814,2591,3,1,7,0
EQ02090,Goalpost,2015-02-23 0:00,2018-12-18 0:00,Under Repair,8927.57,7351,North Stand,Field Systems Ltd.,2018-08-17 0:00,2016-08-05 0:00,303,7260,2084,2,0,2,1
EQ02091,Goalpost,2019-12-16 0:00,2018-05-26 0:00,Replaced,32227.58,9030,West Stand,Sports Equipment Co.,2019-02-14 0:00,2019-11-02 0:00,372,8936,2290,3,0,9,0
EQ02092,Score Display,2018-09-29 0:00,2022-04-06 0:00,Under Repair,7249.23,75,South Stand,Field Systems Ltd.,2015-07-12 0:00,2019-09-06 0:00,0,-6,879,2,0,2,0
EQ02093,Lighting System,2015-08-25 0:00,2017-05-02 0:00,Under Repair,16844.14,3188,West Stand,Turf Solutions,2017-10-21 0:00,2019-10-04 0:00,126,3018,2679,5,0,1,1
EQ02094,Goalpost,2018-07-31 0:00,2015-04-15 0:00,Replaced,33784.87,7195,North Stand,Goalkeepers Inc.,2017-06-26 0:00,2015-07-27 0:00,294,7064,3427,1,0,8,0
EQ02095,Goalpost,2017-07-09 0:00,2018-09-24 0:00,Good,8738.52,8314,West Stand,Field Systems Ltd.,2017-10-18 0:00,2018-06-24 0:00,344,8254,2169,6,1,9,0
EQ02096,Score Display,2020-11-21 0:00,2015-08-29 0:00,Needs Repair,12302.47,9165,East Stand,Sports Equipment Co.,2017-04-23 0:00,2018-11-26 0:00,382,9165,3291,7,0,5,0
EQ02097,Turf Maintenance Machine,2019-12-15 0:00,2017-02-25 0:00,Needs Repair,39961.59,5903,North Stand,Field Systems Ltd.,2018-01-25 0:00,2017-10-29 0:00,243,5836,2745,1,0,5,0
EQ02098,Seats,2019-02-17 0:00,2020-01-26 0:00,Needs Repair,11905.85,7639,North Stand,Lighting Masters,2019-05-15 0:00,2017-05-18 0:00,314,7532,1680,7,0,5,0
EQ02099,Seats,2021-08-30 0:00,2020-11-19 0:00,Replaced,29167.04,2917,South Stand,Turf Solutions,2016-12-24 0:00,2019-11-22 0:00,116,2789,1382,3,0,9,0
EQ02100,Goalpost,2018-10-16 0:00,2018-10-05 0:00,Under Repair,47494.99,8972,East Stand,Lighting Masters,2019-03-05 0:00,2017-06-25 0:00,374,8970,2158,7,0,1,1
EQ02101,Field Marking Equipment,2022-06-17 0:00,2021-09-17 0:00,Needs Repair,36724.28,6809,West Stand,Audio Visual Experts,2018-11-20 0:00,2015-12-17 0:00,275,6611,1080,4,0,4,1
EQ02102,Lighting System,2023-07-16 0:00,2017-12-29 0:00,Replaced,38565.36,6615,South Stand,Turf Solutions,2016-02-19 0:00,2015-11-03 0:00,273,6551,2438,1,0,8,0
EQ02103,Turnstiles,2021-05-04 0:00,2018-08-14 0:00,Needs Repair,12355.6,3658,Main Field,Field Systems Ltd.,2017-05-29 0:00,2016-08-14 0:00,151,3625,2210,1,0,4,1
EQ02104,Score Display,2022-06-15 0:00,2016-01-12 0:00,Needs Repair,36595.22,4831,West Stand,Goalkeepers Inc.,2015-06-30 0:00,2015-09-27 0:00,195,4683,3155,8,0,5,0
EQ02105,Turf Maintenance Machine,2016-11-23 0:00,2020-04-23 0:00,Needs Repair,47676.71,8439,West Stand,Turf Solutions,2016-05-04 0:00,2019-01-16 0:00,345,8289,1592,7,0,5,0
EQ02106,Field Marking Equipment,2016-12-29 0:00,2021-12-02 0:00,Good,37092.9,7285,Main Field,Turf Solutions,2019-12-12 0:00,2015-01-16 0:00,297,7138,1004,9,0,7,0
EQ02107,Lighting System,2023-01-12 0:00,2016-07-25 0:00,Under Repair,1560.58,1579,East Stand,Audio Visual Experts,2018-05-30 0:00,2015-09-13 0:00,58,1398,2960,6,0,1,1
EQ02108,Field Marking Equipment,2020-12-24 0:00,2019-03-13 0:00,Under Repair,13511.4,5637,North Stand,Audio Visual Experts,2015-09-19 0:00,2018-07-08 0:00,231,5537,1999,1,1,2,1
EQ02109,Turf Maintenance Machine,2017-08-10 0:00,2019-05-29 0:00,Needs Repair,19541.04,4970,East Stand,Sports Equipment Co.,2016-06-03 0:00,2017-07-10 0:00,203,4870,1922,5,0,5,0
EQ02110,Goalpost,2019-09-04 0:00,2024-04-30 0:00,Replaced,38553.42,8539,East Stand,Lighting Masters,2019-07-24 0:00,2018-09-09 0:00,355,8526,124,1,0,8,0
EQ02111,Score Display,2018-09-21 0:00,2024-05-15 0:00,Good,12202.2,616,North Stand,Turf Solutions,2016-04-01 0:00,2017-03-12 0:00,24,573,109,8,0,9,0
EQ02112,Field Marking Equipment,2021-08-23 0:00,2019-07-14 0:00,Good,45233.97,9954,East Stand,Turf Solutions,2017-04-15 0:00,2015-04-28 0:00,409,9825,1876,1,0,9,0
EQ02113,Lighting System,2015-09-13 0:00,2022-03-29 0:00,Good,34803.62,395,Main Field,Goalkeepers Inc.,2017-07-18 0:00,2017-03-21 0:00,10,238,887,6,0,7,0
EQ02114,Seats,2015-02-10 0:00,2020-09-23 0:00,Good,44201.33,1785,North Stand,Goalkeepers Inc.,2016-02-24 0:00,2015-05-11 0:00,69,1665,1439,8,0,8,0
EQ02115,Turf Maintenance Machine,2017-01-28 0:00,2023-11-17 0:00,Needs Repair,21063.06,6589,Main Field,Lighting Masters,2015-01-19 0:00,2017-07-01 0:00,270,6470,289,2,0,4,1
EQ02116,Cameras,2020-02-03 0:00,2019-09-07 0:00,Good,19669.29,5186,East Stand,Sports Equipment Co.,2017-11-30 0:00,2016-03-03 0:00,214,5133,1821,2,0,8,0
EQ02117,Score Display,2015-11-14 0:00,2019-03-31 0:00,Replaced,35804.5,5888,North Stand,Sports Equipment Co.,2019-08-20 0:00,2016-12-18 0:00,240,5754,1981,6,0,9,0
EQ02118,Turnstiles,2023-09-12 0:00,2016-04-07 0:00,Good,26376.49,5113,South Stand,Audio Visual Experts,2018-10-08 0:00,2019-10-09 0:00,213,5107,3069,4,0,9,0
EQ02119,Seats,2020-08-16 0:00,2016-11-26 0:00,Replaced,45330.56,3280,Main Field,Field Systems Ltd.,2016-10-19 0:00,2018-03-04 0:00,135,3241,2836,2,0,8,0
EQ02120,Scoreboard,2016-03-29 0:00,2018-09-09 0:00,Good,26745.23,5615,North Stand,Audio Visual Experts,2018-09-26 0:00,2016-07-08 0:00,229,5492,2184,3,0,9,0
EQ02121,Turnstiles,2022-10-09 0:00,2022-05-15 0:00,Under Repair,25417.29,1638,North Stand,Goalkeepers Inc.,2019-09-27 0:00,2015-07-13 0:00,64,1529,840,6,0,1,1
EQ02122,Cameras,2024-07-08 0:00,2022-06-12 0:00,Good,43151.69,4656,North Stand,Goalkeepers Inc.,2017-04-04 0:00,2016-04-21 0:00,186,4459,812,7,0,8,0
EQ02123,Lighting System,2021-03-03 0:00,2023-04-14 0:00,Replaced,9707.01,5662,North Stand,Sports Equipment Co.,2015-02-24 0:00,2018-07-30 0:00,233,5593,506,3,0,9,0
EQ02124,Seats,2020-11-04 0:00,2024-01-15 0:00,Under Repair,44169.58,2267,South Stand,Lighting Masters,2018-04-10 0:00,2016-11-14 0:00,94,2251,230,8,1,1,1
EQ02125,Cameras,2023-03-23 0:00,2018-07-11 0:00,Replaced,28035.58,4941,South Stand,Lighting Masters,2015-01-19 0:00,2015-10-06 0:00,201,4822,2244,1,0,9,0
EQ02126,Audio System,2021-09-13 0:00,2017-05-01 0:00,Replaced,2516.26,6145,West Stand,Sports Equipment Co.,2015-03-14 0:00,2018-01-12 0:00,250,6001,2680,2,0,8,0
EQ02127,Lighting System,2018-12-16 0:00,2015-02-28 0:00,Good,49697.79,3540,South Stand,Sports Equipment Co.,2018-06-11 0:00,2016-12-06 0:00,142,3419,3473,1,0,7,0
EQ02128,Cameras,2022-01-29 0:00,2015-06-22 0:00,Replaced,26202.99,3734,South Stand,Sports Equipment Co.,2017-03-07 0:00,2019-01-14 0:00,151,3612,3359,4,0,8,0
EQ02129,Turf Maintenance Machine,2018-01-12 0:00,2020-06-19 0:00,Replaced,24360.48,6355,Main Field,Audio Visual Experts,2018-10-28 0:00,2018-01-22 0:00,259,6205,1535,7,0,9,0
EQ02130,Seats,2020-03-17 0:00,2020-10-20 0:00,Replaced,12539.4,8286,East Stand,Goalkeepers Inc.,2019-06-22 0:00,2016-08-23 0:00,338,8108,1412,5,0,8,0
EQ02131,Lighting System,2017-07-28 0:00,2020-02-21 0:00,Replaced,37978.79,5752,North Stand,Audio Visual Experts,2015-08-14 0:00,2015-10-22 0:00,236,5652,1654,1,0,9,0
